objectid,parentid,filename,identifier,title,description,archival_call_number,archival_collection,finding_aid_ark,source,contributing_institution_valueURI,language,subject,topical_subject_fast_valueURI,geographic_subject_fast,geographic_subject_fast_valueURI,geographic_subject_local,location,latitude,longitude,personal_name_subject,personal_name_subject_valueURI,corporate_name_subject,corporate_name_subject_valueURI,extent,rights,rightsstatement,date,ark,date_created,date_modified,digital_collection,digital_collection_ark,digital_origin,pid,local_id,type,dcmi_type_valueURI,type_of_resource,imt_type,format,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
iowastateparks0028,iowastateparks0026,13-05-A_Pammel_1026-002-001b.jpg,13-05-A_Pammel_1026-002-001b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_38,IowaStateParks_38,,,,image/tiff,image/jpeg,image,/objects/13-05-A_Pammel_1026-002-001b.jpg,/objects/small/13-05-a_pammel_1026-002-001b_sm.jpg,/objects/thumbs/13-05-a_pammel_1026-002-001b_th.jpg,,
iowastateparks0029,,,,Professor Pammel in front of a bridge with Carl Fritz Hemming,A black and white photograph showing Professor Pammel standing in front of a bridge with Carl Fritz Hemming at Ledges State Park.,RS 13/5,Iowa State University. Department of Botany records,https://n2t.net/ark:/87292/w9z19r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 photograph,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,https://n2t.net/ark:/87292/w9c60s,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_42,IowaStateParks_42,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/13-05-a_pammel_1026-002-002a_sm.jpg,/objects/thumbs/13-05-a_pammel_1026-002-002a_th.jpg,,
iowastateparks0030,iowastateparks0029,13-05-A_Pammel_1026-002-002a.jpg,13-05-A_Pammel_1026-002-002a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_40,IowaStateParks_40,,,,image/tiff,image/jpeg,image,/objects/13-05-A_Pammel_1026-002-002a.jpg,/objects/small/13-05-a_pammel_1026-002-002a_sm.jpg,/objects/thumbs/13-05-a_pammel_1026-002-002a_th.jpg,,
iowastateparks0031,iowastateparks0029,13-05-A_Pammel_1026-002-002b.jpg,13-05-A_Pammel_1026-002-002b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_41,IowaStateParks_41,,,,image/tiff,image/jpeg,image,/objects/13-05-A_Pammel_1026-002-002b.jpg,/objects/small/13-05-a_pammel_1026-002-002b_sm.jpg,/objects/thumbs/13-05-a_pammel_1026-002-002b_th.jpg,,
iowastateparks0032,,,,Pammel with W. T. Hornaday,A black and white photograph of Dr. W. J. Hornaday standing with Dr. L. H. Pammel near a rock dedicated to Hornaday's contributions to zoology and conservation at Iowa State University.,RS 13/5,Iowa State University. Department of Botany records,https://n2t.net/ark:/87292/w9z19r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Story County,http://id.worldcat.org/fast/1221286,,,,,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,1 photograph,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1924-04-30,https://n2t.net/ark:/87292/w97g9q,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_45,IowaStateParks_45,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/13-05-f_botany_1038-004-001a_sm.jpg,/objects/thumbs/13-05-f_botany_1038-004-001a_th.jpg,,
iowastateparks0033,iowastateparks0032,13-05-F_Botany_1038-004-001a.jpg,13-05-F_Botany_1038-004-001a,Page 1,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_43,IowaStateParks_43,,,,image/tiff,image/jpeg,image,/objects/13-05-F_Botany_1038-004-001a.jpg,/objects/small/13-05-f_botany_1038-004-001a_sm.jpg,/objects/thumbs/13-05-f_botany_1038-004-001a_th.jpg,,
iowastateparks0034,iowastateparks0032,13-05-F_Botany_1038-004-001b.jpg,13-05-F_Botany_1038-004-001b,Page 2,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_44,IowaStateParks_44,,,,image/tiff,image/jpeg,image,/objects/13-05-F_Botany_1038-004-001b.jpg,/objects/small/13-05-f_botany_1038-004-001b_sm.jpg,/objects/thumbs/13-05-f_botany_1038-004-001b_th.jpg,,
iowastateparks0035,,,,Botany trips with Dr. Pammel,Black and white photographs showing botany trips with Dr. Pammel.,RS 13/5,Iowa State University. Department of Botany records,https://n2t.net/ark:/87292/w9z19r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,2 items,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1921,https://n2t.net/ark:/87292/w93p51,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_48,IowaStateParks_48,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/13-05-f_botany_1038-005-001a_sm.jpg,/objects/thumbs/13-05-f_botany_1038-005-001a_th.jpg,,
iowastateparks0036,iowastateparks0035,13-05-F_Botany_1038-005-001a.jpg,13-05-F_Botany_1038-005-001a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_46,IowaStateParks_46,,,,image/tiff,image/jpeg,image,/objects/13-05-F_Botany_1038-005-001a.jpg,/objects/small/13-05-f_botany_1038-005-001a_sm.jpg,/objects/thumbs/13-05-f_botany_1038-005-001a_th.jpg,,
iowastateparks0037,iowastateparks0035,13-05-F_Botany_1038-005-001b.jpg,13-05-F_Botany_1038-005-001b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_47,IowaStateParks_47,,,,image/tiff,image/jpeg,image,/objects/13-05-F_Botany_1038-005-001b.jpg,/objects/small/13-05-f_botany_1038-005-001b_sm.jpg,/objects/thumbs/13-05-f_botany_1038-005-001b_th.jpg,,
iowastateparks0038,,,,Charlotte King at desk,"A black and white photograph showing Charlotte King seated at her desk in the Botany Lab, located on Iowa State's campus.",RS 13/5,Iowa State University. Department of Botany records,https://n2t.net/ark:/87292/w9z19r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Botany,http://id.worldcat.org/fast/836869,Iowa--Story County,http://id.worldcat.org/fast/1221286,,,,,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,1 photograph,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1911,https://n2t.net/ark:/87292/w9004t,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_51,IowaStateParks_51,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/13-05-f_botany_1039-005-001a_sm.jpg,/objects/thumbs/13-05-f_botany_1039-005-001a_th.jpg,,
iowastateparks0039,iowastateparks0038,13-05-F_Botany_1039-005-001a.jpg,13-05-F_Botany_1039-005-001a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_49,IowaStateParks_49,,,,image/tiff,image/jpeg,image,/objects/13-05-F_Botany_1039-005-001a.jpg,/objects/small/13-05-f_botany_1039-005-001a_sm.jpg,/objects/thumbs/13-05-f_botany_1039-005-001a_th.jpg,,
iowastateparks0040,iowastateparks0038,13-05-F_Botany_1039-005-001b.jpg,13-05-F_Botany_1039-005-001b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_50,IowaStateParks_50,,,,image/tiff,image/jpeg,image,/objects/13-05-F_Botany_1039-005-001b.jpg,/objects/small/13-05-f_botany_1039-005-001b_sm.jpg,/objects/thumbs/13-05-f_botany_1039-005-001b_th.jpg,,
iowastateparks0041,,,,Professor Charles S. Gwynne,Black and white photograph showing Charles Sumner Gwynne standing next to Gwynne's Rock on the Iowa State University campus.,RS 13/8/12,Charles S. Gwynne papers,https://n2t.net/ark:/87292/w9r79z,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Story County,http://id.worldcat.org/fast/1221286,,,,,"Gwynne, Charles Sumner, 1885-",http://id.loc.gov/authorities/names/no2003109552,,,1 photograph,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,https://n2t.net/ark:/87292/w9rx93h76,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_54,IowaStateParks_54,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/13-08-f_geolatmos_1057-010-001a_sm.jpg,/objects/thumbs/13-08-f_geolatmos_1057-010-001a_th.jpg,,
iowastateparks0042,iowastateparks0041,13-08-F_GeolAtmos_1057-010-001a.jpg,13-08-F_GeolAtmos_1057-010-001a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_52,IowaStateParks_52,,,,image/tiff,image/jpeg,image,/objects/13-08-F_GeolAtmos_1057-010-001a.jpg,/objects/small/13-08-f_geolatmos_1057-010-001a_sm.jpg,/objects/thumbs/13-08-f_geolatmos_1057-010-001a_th.jpg,,
iowastateparks0043,iowastateparks0041,13-08-F_GeolAtmos_1057-010-001b.jpg,13-08-F_GeolAtmos_1057-010-001b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_53,IowaStateParks_53,,,,image/tiff,image/jpeg,image,/objects/13-08-F_GeolAtmos_1057-010-001b.jpg,/objects/small/13-08-f_geolatmos_1057-010-001b_sm.jpg,/objects/thumbs/13-08-f_geolatmos_1057-010-001b_th.jpg,,
iowastateparks0044,,26-05-06_ExtensionLA_0003-005-043.pdf,26-05-06_ExtensionLA_0003-005-043,Partial list of common plants found in Backbone State Park,"A partial list of common plants found in Backbone State Park, complied by John R. Fitzsimmons.",RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,,,,,,,,,5 pages,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,https://n2t.net/ark:/87292/w9v61h,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_60,IowaStateParks_60,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,application/pdf,pdf,/objects/26-05-06_ExtensionLA_0003-005-043.pdf,/objects/small/26-05-06_extensionla_0003-005-043_sm.jpg,/objects/thumbs/26-05-06_extensionla_0003-005-043_th.jpg,,
iowastateparks0045,,,,Backbone State Park,Black and white photograph showing a river in Backbone State Park.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Rivers,http://id.worldcat.org/fast/1098312,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 photograph,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,https://n2t.net/ark:/87292/w9qg8p,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_63,IowaStateParks_63,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/26-05-06_extensionla_0005-025-001a_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-001a_th.jpg,,
iowastateparks0046,iowastateparks0045,26-05-06_ExtensionLA_0005-025-001a.jpg,26-05-06_ExtensionLA_0005-025-001a,Page 1,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_61,IowaStateParks_61,,,,image/tiff,image/jpeg,image,/objects/26-05-06_ExtensionLA_0005-025-001a.jpg,/objects/small/26-05-06_extensionla_0005-025-001a_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-001a_th.jpg,,
iowastateparks0047,iowastateparks0045,26-05-06_ExtensionLA_0005-025-001b.jpg,26-05-06_ExtensionLA_0005-025-001b,Page 2,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_62,IowaStateParks_62,,,,image/tiff,image/jpeg,image,/objects/26-05-06_ExtensionLA_0005-025-001b.jpg,/objects/small/26-05-06_extensionla_0005-025-001b_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-001b_th.jpg,,
iowastateparks0048,,,,Custodian's lodge in Ledges State Park,A black and white photograph showing the custodian's Lodge found in Ledges State Park.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Lodging-houses,http://id.worldcat.org/fast/1001859,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 photograph,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,https://n2t.net/ark:/87292/w9kp6r,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_66,IowaStateParks_66,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/26-05-06_extensionla_0005-025-002a_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-002a_th.jpg,,
iowastateparks0049,iowastateparks0048,26-05-06_ExtensionLA_0005-025-002a.jpg,26-05-06_ExtensionLA_0005-025-002a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_64,IowaStateParks_64,,,,image/tiff,image/jpeg,image,/objects/26-05-06_ExtensionLA_0005-025-002a.jpg,/objects/small/26-05-06_extensionla_0005-025-002a_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-002a_th.jpg,,
iowastateparks0050,iowastateparks0048,26-05-06_ExtensionLA_0005-025-002b.jpg,26-05-06_ExtensionLA_0005-025-002b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_65,IowaStateParks_65,,,,image/tiff,image/jpeg,image,/objects/26-05-06_ExtensionLA_0005-025-002b.jpg,/objects/small/26-05-06_extensionla_0005-025-002b_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-025-002b_th.jpg,,
iowastateparks0051,,,,The narrow point on Backbone State Park,Black and white photograph showing a person standing at the narrow point in Backbone State Park.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 photograph,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,https://n2t.net/ark:/87292/w9g03s,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_69,IowaStateParks_69,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/26-05-06_landarchext_0003-005-001a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-001a_th.jpg,,
iowastateparks0052,iowastateparks0051,26-05-06_LandArchExt_0003-005-001a.jpg,26-05-06_LandArchExt_0003-005-001a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_67,IowaStateParks_67,,,,image/tiff,image/jpeg,image,/objects/26-05-06_LandArchExt_0003-005-001a.jpg,/objects/small/26-05-06_landarchext_0003-005-001a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-001a_th.jpg,,
iowastateparks0053,iowastateparks0051,26-05-06_LandArchExt_0003-005-001b.jpg,26-05-06_LandArchExt_0003-005-001b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_68,IowaStateParks_68,,,,image/tiff,image/jpeg,image,/objects/26-05-06_LandArchExt_0003-005-001b.jpg,/objects/small/26-05-06_landarchext_0003-005-001b_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-001b_th.jpg,,
iowastateparks0054,,,,Photograph of Backbone State Park at the turn of the Maquoketa River,Black and white photograph of Backbone State Park at the turn of the Maquoketa River.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 photograph,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1919,https://n2t.net/ark:/87292/w9b627,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_72,IowaStateParks_72,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/26-05-06_landarchext_0003-005-003a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-003a_th.jpg,,
iowastateparks0055,iowastateparks0054,26-05-06_LandArchExt_0003-005-003a.jpg,26-05-06_LandArchExt_0003-005-003a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_70,IowaStateParks_70,,,,image/tiff,image/jpeg,image,/objects/26-05-06_LandArchExt_0003-005-003a.jpg,/objects/small/26-05-06_landarchext_0003-005-003a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-003a_th.jpg,,
